group,group_value,domain,primary_failure_mode,count,pct_all,pct_agent_failures,total_simulations,agent_failure_count,lang,agent_llm,run
by_agent,azure/kimi-k2.5,,wrong_write_arguments_or_state,50,3.3,4.5,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,premature_refusal_or_policy_misread,76,5.0,6.9,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,translated_identifier_lookup_failure,21,1.4,1.9,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,non_action_assertion_failure,8,0.5,0.7,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,dialogue_or_action_loop,38,2.5,3.4,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,wrong_read_arguments,2,0.1,0.2,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,max_steps_or_dialogue_loop,1,0.1,0.1,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,language_drift,18,1.2,1.6,1518,1109,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,unclassified_failure,8,0.5,0.7,1518,1109,,azure/kimi-k2.5,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,success,318,23.2,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_agent_infrastructure,18,1.3,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,436,31.9,42.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,219,16.0,21.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,242,17.7,23.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,53,3.9,5.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,34,2.5,3.3,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,5,0.4,0.5,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,38,2.8,3.7,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,4,0.3,0.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,max_steps_or_dialogue_loop,1,0.1,0.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language,airline / tl,airline,success,31,20.7,,150,119,tl,,
by_domain_language,airline / tl,airline,tool_error_loop,4,2.7,3.4,150,119,tl,,
by_domain_language,airline / tl,airline,missing_required_write,80,53.3,67.2,150,119,tl,,
by_domain_language,airline / tl,airline,dialogue_or_action_loop,20,13.3,16.8,150,119,tl,,
by_domain_language,airline / tl,airline,language_drift,11,7.3,9.2,150,119,tl,,
by_domain_language,airline / tl,airline,unclassified_failure,4,2.7,3.4,150,119,tl,,
by_domain_language,retail / id,retail,success,233,22.7,,1026,793,id,,
by_domain_language,retail / id,retail,credential_or_identifier_hallucination,104,10.1,13.1,1026,793,id,,
by_domain_language,retail / id,retail,tool_error_loop,262,25.5,33.0,1026,793,id,,
by_domain_language,retail / id,retail,missing_required_write,330,32.2,41.6,1026,793,id,,
by_domain_language,retail / id,retail,wrong_write_arguments_or_state,42,4.1,5.3,1026,793,id,,
by_domain_language,retail / id,retail,premature_refusal_or_policy_misread,26,2.5,3.3,1026,793,id,,
by_domain_language,retail / id,retail,non_action_assertion_failure,2,0.2,0.3,1026,793,id,,
by_domain_language,retail / id,retail,dialogue_or_action_loop,12,1.2,1.5,1026,793,id,,
by_domain_language,retail / id,retail,wrong_read_arguments,3,0.3,0.4,1026,793,id,,
by_domain_language,retail / id,retail,max_steps_or_dialogue_loop,12,1.2,1.5,1026,793,id,,
by_domain_language,retail / th,retail,success,235,34.4,,684,449,th,,
by_domain_language,retail / th,retail,credential_or_identifier_hallucination,2,0.3,0.4,684,449,th,,
by_domain_language,retail / th,retail,tool_error_loop,28,4.1,6.2,684,449,th,,
by_domain_language,retail / th,retail,missing_required_write,175,25.6,39.0,684,449,th,,
by_domain_language,retail / th,retail,wrong_write_arguments_or_state,59,8.6,13.1,684,449,th,,
by_domain_language,retail / th,retail,premature_refusal_or_policy_misread,101,14.8,22.5,684,449,th,,
by_domain_language,retail / th,retail,translated_identifier_lookup_failure,70,10.2,15.6,684,449,th,,
by_domain_language,retail / th,retail,non_action_assertion_failure,10,1.5,2.2,684,449,th,,
by_domain_language,retail / th,retail,dialogue_or_action_loop,3,0.4,0.7,684,449,th,,
by_domain_language,retail / th,retail,wrong_read_arguments,1,0.1,0.2,684,449,th,,
by_domain_language,retail / tl,retail,success,179,17.4,,1026,841,tl,,
by_domain_language,retail / tl,retail,non_agent_infrastructure,6,0.6,,1026,841,tl,,
by_domain_language,retail / tl,retail,credential_or_identifier_hallucination,233,22.7,27.7,1026,841,tl,,
by_domain_language,retail / tl,retail,tool_error_loop,103,10.0,12.2,1026,841,tl,,
by_domain_language,retail / tl,retail,missing_required_write,395,38.5,47.0,1026,841,tl,,
by_domain_language,retail / tl,retail,wrong_write_arguments_or_state,57,5.6,6.8,1026,841,tl,,
by_domain_language,retail / tl,retail,premature_refusal_or_policy_misread,7,0.7,0.8,1026,841,tl,,
by_domain_language,retail / tl,retail,non_action_assertion_failure,11,1.1,1.3,1026,841,tl,,
by_domain_language,retail / tl,retail,dialogue_or_action_loop,23,2.2,2.7,1026,841,tl,,
by_domain_language,retail / tl,retail,wrong_read_arguments,1,0.1,0.1,1026,841,tl,,
by_domain_language,retail / tl,retail,language_drift,7,0.7,0.8,1026,841,tl,,
by_domain_language,retail / tl,retail,unclassified_failure,4,0.4,0.5,1026,841,tl,,
by_domain_language,retail / vi,retail,success,172,25.1,,684,468,vi,,
by_domain_language,retail / vi,retail,non_agent_infrastructure,44,6.4,,684,468,vi,,
by_domain_language,retail / vi,retail,credential_or_identifier_hallucination,139,20.3,29.7,684,468,vi,,
by_domain_language,retail / vi,retail,tool_error_loop,120,17.5,25.6,684,468,vi,,
by_domain_language,retail / vi,retail,missing_required_write,131,19.2,28.0,684,468,vi,,
by_domain_language,retail / vi,retail,wrong_write_arguments_or_state,26,3.8,5.6,684,468,vi,,
by_domain_language,retail / vi,retail,premature_refusal_or_policy_misread,31,4.5,6.6,684,468,vi,,
by_domain_language,retail / vi,retail,non_action_assertion_failure,3,0.4,0.6,684,468,vi,,
by_domain_language,retail / vi,retail,dialogue_or_action_loop,17,2.5,3.6,684,468,vi,,
by_domain_language,retail / vi,retail,max_steps_or_dialogue_loop,1,0.1,0.2,684,468,vi,,
by_domain_language,retail / zh,retail,success,129,37.7,,342,213,zh,,
by_domain_language,retail / zh,retail,credential_or_identifier_hallucination,84,24.6,39.4,342,213,zh,,
by_domain_language,retail / zh,retail,tool_error_loop,30,8.8,14.1,342,213,zh,,
by_domain_language,retail / zh,retail,missing_required_write,57,16.7,26.8,342,213,zh,,
by_domain_language,retail / zh,retail,wrong_write_arguments_or_state,19,5.6,8.9,342,213,zh,,
by_domain_language,retail / zh,retail,premature_refusal_or_policy_misread,13,3.8,6.1,342,213,zh,,
by_domain_language,retail / zh,retail,non_action_assertion_failure,4,1.2,1.9,342,213,zh,,
by_domain_language,retail / zh,retail,dialogue_or_action_loop,4,1.2,1.9,342,213,zh,,
by_domain_language,retail / zh,retail,wrong_read_arguments,2,0.6,0.9,342,213,zh,,
by_domain_language,telecom / id,telecom,success,170,49.7,,342,172,id,,
by_domain_language,telecom / id,telecom,credential_or_identifier_hallucination,50,14.6,29.1,342,172,id,,
by_domain_language,telecom / id,telecom,tool_error_loop,8,2.3,4.7,342,172,id,,
by_domain_language,telecom / id,telecom,missing_required_write,17,5.0,9.9,342,172,id,,
by_domain_language,telecom / id,telecom,wrong_write_arguments_or_state,5,1.5,2.9,342,172,id,,
by_domain_language,telecom / id,telecom,missing_user_device_instruction,91,26.6,52.9,342,172,id,,
by_domain_language,telecom / id,telecom,non_action_assertion_failure,1,0.3,0.6,342,172,id,,
by_domain_agent,airline / azure/kimi-k2.5,airline,success,31,20.7,,150,119,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,tool_error_loop,4,2.7,3.4,150,119,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,missing_required_write,80,53.3,67.2,150,119,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,dialogue_or_action_loop,20,13.3,16.8,150,119,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,language_drift,11,7.3,9.2,150,119,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,unclassified_failure,4,2.7,3.4,150,119,,azure/kimi-k2.5,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,success,6,1.8,,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,credential_or_identifier_hallucination,38,11.1,11.3,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,tool_error_loop,186,54.4,55.4,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,missing_required_write,94,27.5,28.0,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,wrong_write_arguments_or_state,3,0.9,0.9,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,non_action_assertion_failure,1,0.3,0.3,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,dialogue_or_action_loop,3,0.9,0.9,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,max_steps_or_dialogue_loop,11,3.2,3.3,342,336,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / azure/gpt-5-mini,retail,success,278,40.6,,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,tool_error_loop,54,7.9,13.3,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,missing_required_write,121,17.7,29.8,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,wrong_write_arguments_or_state,97,14.2,23.9,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,premature_refusal_or_policy_misread,68,9.9,16.7,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,translated_identifier_lookup_failure,49,7.2,12.1,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,non_action_assertion_failure,16,2.3,3.9,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,wrong_read_arguments,1,0.1,0.2,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/kimi-k2.5,retail,success,346,25.3,,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,non_agent_infrastructure,32,2.3,,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,credential_or_identifier_hallucination,88,6.4,8.9,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,tool_error_loop,84,6.1,8.5,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,missing_required_write,631,46.1,63.7,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,wrong_write_arguments_or_state,50,3.7,5.1,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,premature_refusal_or_policy_misread,76,5.6,7.7,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,translated_identifier_lookup_failure,21,1.5,2.1,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,non_action_assertion_failure,8,0.6,0.8,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,dialogue_or_action_loop,18,1.3,1.8,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,wrong_read_arguments,2,0.1,0.2,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,max_steps_or_dialogue_loop,1,0.1,0.1,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,language_drift,7,0.5,0.7,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,unclassified_failure,4,0.3,0.4,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,success,318,23.2,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,non_agent_infrastructure,18,1.3,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,credential_or_identifier_hallucination,436,31.9,42.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,tool_error_loop,219,16.0,21.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,missing_required_write,242,17.7,23.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,wrong_write_arguments_or_state,53,3.9,5.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,premature_refusal_or_policy_misread,34,2.5,3.3,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,non_action_assertion_failure,5,0.4,0.5,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,dialogue_or_action_loop,38,2.8,3.7,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,wrong_read_arguments,4,0.3,0.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,max_steps_or_dialogue_loop,1,0.1,0.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,success,170,49.7,,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,credential_or_identifier_hallucination,50,14.6,29.1,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,tool_error_loop,8,2.3,4.7,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,missing_required_write,17,5.0,9.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,wrong_write_arguments_or_state,5,1.5,2.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,missing_user_device_instruction,91,26.6,52.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,non_action_assertion_failure,1,0.3,0.6,342,172,,azure/gpt-5-mini,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,success,6,1.8,,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,credential_or_identifier_hallucination,38,11.1,11.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,tool_error_loop,186,54.4,55.4,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,missing_required_write,94,27.5,28.0,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,wrong_write_arguments_or_state,3,0.9,0.9,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,non_action_assertion_failure,1,0.3,0.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,dialogue_or_action_loop,3,0.9,0.9,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,max_steps_or_dialogue_loop,11,3.2,3.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / azure/gpt-5-mini,,success,170,49.7,,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,credential_or_identifier_hallucination,50,14.6,29.1,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,tool_error_loop,8,2.3,4.7,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,missing_required_write,17,5.0,9.9,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,wrong_write_arguments_or_state,5,1.5,2.9,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,missing_user_device_instruction,91,26.6,52.9,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,non_action_assertion_failure,1,0.3,0.6,342,172,id,azure/gpt-5-mini,
by_language_agent,id / azure/kimi-k2.5,,success,38,11.1,,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,credential_or_identifier_hallucination,66,19.3,21.7,342,304,id,azure/kimi-k2.5,
