group,group_value,domain,primary_failure_mode,count,pct_all,pct_agent_failures,total_simulations,agent_failure_count,lang,agent_llm,run
by_domain,telecom,telecom,missing_required_write,39,1.6,2.5,2414,1578,,,
by_domain,telecom,telecom,wrong_write_arguments_or_state,5,0.2,0.3,2414,1578,,,
by_domain,telecom,telecom,missing_user_device_instruction,248,10.3,15.7,2414,1578,,,
by_domain,telecom,telecom,translated_identifier_lookup_failure,18,0.7,1.1,2414,1578,,,
by_domain,telecom,telecom,non_action_assertion_failure,1,0.0,0.1,2414,1578,,,
by_language,id,,success,817,30.7,,2661,1689,id,,
by_language,id,,non_agent_infrastructure,155,5.8,,2661,1689,id,,
by_language,id,,credential_or_identifier_hallucination,157,5.9,9.3,2661,1689,id,,
by_language,id,,tool_error_loop,592,22.2,35.1,2661,1689,id,,
by_language,id,,missing_required_write,529,19.9,31.3,2661,1689,id,,
by_language,id,,wrong_write_arguments_or_state,133,5.0,7.9,2661,1689,id,,
by_language,id,,missing_user_device_instruction,137,5.1,8.1,2661,1689,id,,
by_language,id,,premature_refusal_or_policy_misread,68,2.6,4.0,2661,1689,id,,
by_language,id,,translated_identifier_lookup_failure,2,0.1,0.1,2661,1689,id,,
by_language,id,,non_action_assertion_failure,18,0.7,1.1,2661,1689,id,,
by_language,id,,dialogue_or_action_loop,35,1.3,2.1,2661,1689,id,,
by_language,id,,wrong_read_arguments,3,0.1,0.2,2661,1689,id,,
by_language,id,,max_steps_or_dialogue_loop,12,0.5,0.7,2661,1689,id,,
by_language,id,,language_drift,1,0.0,0.1,2661,1689,id,,
by_language,id,,unclassified_failure,2,0.1,0.1,2661,1689,id,,
by_language,th,,success,488,18.4,,2652,1517,th,,
by_language,th,,non_agent_infrastructure,647,24.4,,2652,1517,th,,
by_language,th,,credential_or_identifier_hallucination,135,5.1,8.9,2652,1517,th,,
by_language,th,,tool_error_loop,362,13.7,23.9,2652,1517,th,,
by_language,th,,missing_required_write,416,15.7,27.4,2652,1517,th,,
by_language,th,,wrong_write_arguments_or_state,97,3.7,6.4,2652,1517,th,,
by_language,th,,missing_user_device_instruction,99,3.7,6.5,2652,1517,th,,
by_language,th,,premature_refusal_or_policy_misread,133,5.0,8.8,2652,1517,th,,
by_language,th,,translated_identifier_lookup_failure,156,5.9,10.3,2652,1517,th,,
by_language,th,,non_action_assertion_failure,33,1.2,2.2,2652,1517,th,,
by_language,th,,dialogue_or_action_loop,69,2.6,4.5,2652,1517,th,,
by_language,th,,wrong_read_arguments,5,0.2,0.3,2652,1517,th,,
by_language,th,,max_steps_or_dialogue_loop,12,0.5,0.8,2652,1517,th,,
by_language,tl,,success,392,16.9,,2313,1075,tl,,
by_language,tl,,non_agent_infrastructure,846,36.6,,2313,1075,tl,,
by_language,tl,,credential_or_identifier_hallucination,233,10.1,21.7,2313,1075,tl,,
by_language,tl,,tool_error_loop,113,4.9,10.5,2313,1075,tl,,
by_language,tl,,missing_required_write,534,23.1,49.7,2313,1075,tl,,
by_language,tl,,wrong_write_arguments_or_state,80,3.5,7.4,2313,1075,tl,,
by_language,tl,,premature_refusal_or_policy_misread,19,0.8,1.8,2313,1075,tl,,
by_language,tl,,non_action_assertion_failure,25,1.1,2.3,2313,1075,tl,,
by_language,tl,,dialogue_or_action_loop,43,1.9,4.0,2313,1075,tl,,
by_language,tl,,wrong_read_arguments,2,0.1,0.2,2313,1075,tl,,
by_language,tl,,language_drift,18,0.8,1.7,2313,1075,tl,,
by_language,tl,,unclassified_failure,8,0.3,0.7,2313,1075,tl,,
by_language,vi,,success,567,25.2,,2252,1136,vi,,
by_language,vi,,non_agent_infrastructure,549,24.4,,2252,1136,vi,,
by_language,vi,,credential_or_identifier_hallucination,422,18.7,37.1,2252,1136,vi,,
by_language,vi,,tool_error_loop,204,9.1,18.0,2252,1136,vi,,
by_language,vi,,missing_required_write,239,10.6,21.0,2252,1136,vi,,
by_language,vi,,wrong_write_arguments_or_state,113,5.0,9.9,2252,1136,vi,,
by_language,vi,,missing_user_device_instruction,1,0.0,0.1,2252,1136,vi,,
by_language,vi,,premature_refusal_or_policy_misread,90,4.0,7.9,2252,1136,vi,,
by_language,vi,,non_action_assertion_failure,24,1.1,2.1,2252,1136,vi,,
by_language,vi,,dialogue_or_action_loop,34,1.5,3.0,2252,1136,vi,,
by_language,vi,,max_steps_or_dialogue_loop,1,0.0,0.1,2252,1136,vi,,
by_language,vi,,language_drift,2,0.1,0.2,2252,1136,vi,,
by_language,vi,,unclassified_failure,6,0.3,0.5,2252,1136,vi,,
by_language,zh,,success,716,33.1,,2163,952,zh,,
by_language,zh,,non_agent_infrastructure,495,22.9,,2163,952,zh,,
by_language,zh,,credential_or_identifier_hallucination,204,9.4,21.4,2163,952,zh,,
by_language,zh,,tool_error_loop,304,14.1,31.9,2163,952,zh,,
by_language,zh,,missing_required_write,171,7.9,18.0,2163,952,zh,,
by_language,zh,,wrong_write_arguments_or_state,135,6.2,14.2,2163,952,zh,,
by_language,zh,,missing_user_device_instruction,11,0.5,1.2,2163,952,zh,,
by_language,zh,,premature_refusal_or_policy_misread,78,3.6,8.2,2163,952,zh,,
by_language,zh,,non_action_assertion_failure,37,1.7,3.9,2163,952,zh,,
by_language,zh,,dialogue_or_action_loop,9,0.4,0.9,2163,952,zh,,
by_language,zh,,wrong_read_arguments,3,0.1,0.3,2163,952,zh,,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,success,18,0.7,,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,non_agent_infrastructure,1928,77.9,,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,credential_or_identifier_hallucination,43,1.7,8.1,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,tool_error_loop,282,11.4,53.3,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,missing_required_write,129,5.2,24.4,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,wrong_write_arguments_or_state,3,0.1,0.6,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,missing_user_device_instruction,5,0.2,0.9,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,premature_refusal_or_policy_misread,3,0.1,0.6,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,translated_identifier_lookup_failure,35,1.4,6.6,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,non_action_assertion_failure,1,0.0,0.2,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,dialogue_or_action_loop,5,0.2,0.9,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,max_steps_or_dialogue_loop,23,0.9,4.3,2475,529,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,azure/gpt-5-mini,,success,1477,46.9,,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,non_agent_infrastructure,243,7.7,,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,credential_or_identifier_hallucination,116,3.7,8.1,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,tool_error_loop,134,4.3,9.4,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,missing_required_write,380,12.1,26.6,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,wrong_write_arguments_or_state,345,11.0,24.1,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,missing_user_device_instruction,119,3.8,8.3,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,premature_refusal_or_policy_misread,198,6.3,13.8,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,translated_identifier_lookup_failure,50,1.6,3.5,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,non_action_assertion_failure,86,2.7,6.0,3150,1430,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,wrong_read_arguments,2,0.1,0.1,3150,1430,,azure/gpt-5-mini,
by_agent,azure/kimi-k2.5,,success,615,27.4,,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,non_agent_infrastructure,40,1.8,,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,credential_or_identifier_hallucination,88,3.9,5.5,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,tool_error_loop,138,6.1,8.7,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,missing_required_write,966,43.0,60.7,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,wrong_write_arguments_or_state,84,3.7,5.3,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,premature_refusal_or_policy_misread,101,4.5,6.3,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,translated_identifier_lookup_failure,24,1.1,1.5,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,non_action_assertion_failure,18,0.8,1.1,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,dialogue_or_action_loop,133,5.9,8.4,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,wrong_read_arguments,2,0.1,0.1,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,max_steps_or_dialogue_loop,1,0.0,0.1,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,language_drift,21,0.9,1.3,2247,1592,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,unclassified_failure,16,0.7,1.0,2247,1592,,azure/kimi-k2.5,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,success,870,20.9,,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_agent_infrastructure,481,11.5,,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,904,21.7,32.1,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,1021,24.5,36.2,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,414,9.9,14.7,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,126,3.0,4.5,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,missing_user_device_instruction,124,3.0,4.4,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,86,2.1,3.1,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,translated_identifier_lookup_failure,49,1.2,1.7,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,32,0.8,1.1,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,52,1.2,1.8,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,9,0.2,0.3,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,max_steps_or_dialogue_loop,1,0.0,0.0,4169,2818,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language,airline / id,airline,success,223,37.2,,600,227,id,,
by_domain_language,airline / id,airline,non_agent_infrastructure,150,25.0,,600,227,id,,
by_domain_language,airline / id,airline,tool_error_loop,6,1.0,2.6,600,227,id,,
by_domain_language,airline / id,airline,missing_required_write,131,21.8,57.7,600,227,id,,
by_domain_language,airline / id,airline,wrong_write_arguments_or_state,33,5.5,14.5,600,227,id,,
by_domain_language,airline / id,airline,premature_refusal_or_policy_misread,21,3.5,9.3,600,227,id,,
by_domain_language,airline / id,airline,non_action_assertion_failure,10,1.7,4.4,600,227,id,,
by_domain_language,airline / id,airline,dialogue_or_action_loop,23,3.8,10.1,600,227,id,,
by_domain_language,airline / id,airline,language_drift,1,0.2,0.4,600,227,id,,
by_domain_language,airline / id,airline,unclassified_failure,2,0.3,0.9,600,227,id,,
by_domain_language,airline / th,airline,success,172,28.7,,600,272,th,,
by_domain_language,airline / th,airline,non_agent_infrastructure,156,26.0,,600,272,th,,
by_domain_language,airline / th,airline,tool_error_loop,11,1.8,4.0,600,272,th,,
by_domain_language,airline / th,airline,missing_required_write,138,23.0,50.7,600,272,th,,
by_domain_language,airline / th,airline,wrong_write_arguments_or_state,24,4.0,8.8,600,272,th,,
by_domain_language,airline / th,airline,premature_refusal_or_policy_misread,12,2.0,4.4,600,272,th,,
by_domain_language,airline / th,airline,translated_identifier_lookup_failure,3,0.5,1.1,600,272,th,,
by_domain_language,airline / th,airline,non_action_assertion_failure,19,3.2,7.0,600,272,th,,
by_domain_language,airline / th,airline,dialogue_or_action_loop,64,10.7,23.5,600,272,th,,
by_domain_language,airline / th,airline,wrong_read_arguments,1,0.2,0.4,600,272,th,,
by_domain_language,airline / tl,airline,success,212,35.3,,600,232,tl,,
by_domain_language,airline / tl,airline,non_agent_infrastructure,156,26.0,,600,232,tl,,
by_domain_language,airline / tl,airline,tool_error_loop,9,1.5,3.9,600,232,tl,,
by_domain_language,airline / tl,airline,missing_required_write,138,23.0,59.5,600,232,tl,,
by_domain_language,airline / tl,airline,wrong_write_arguments_or_state,23,3.8,9.9,600,232,tl,,
by_domain_language,airline / tl,airline,premature_refusal_or_policy_misread,12,2.0,5.2,600,232,tl,,
by_domain_language,airline / tl,airline,non_action_assertion_failure,14,2.3,6.0,600,232,tl,,
by_domain_language,airline / tl,airline,dialogue_or_action_loop,20,3.3,8.6,600,232,tl,,
by_domain_language,airline / tl,airline,wrong_read_arguments,1,0.2,0.4,600,232,tl,,
by_domain_language,airline / tl,airline,language_drift,11,1.8,4.7,600,232,tl,,
by_domain_language,airline / tl,airline,unclassified_failure,4,0.7,1.7,600,232,tl,,
by_domain_language,airline / vi,airline,success,191,35.6,,537,191,vi,,
by_domain_language,airline / vi,airline,non_agent_infrastructure,155,28.9,,537,191,vi,,
by_domain_language,airline / vi,airline,tool_error_loop,17,3.2,8.9,537,191,vi,,
by_domain_language,airline / vi,airline,missing_required_write,72,13.4,37.7,537,191,vi,,
by_domain_language,airline / vi,airline,wrong_write_arguments_or_state,36,6.7,18.8,537,191,vi,,
by_domain_language,airline / vi,airline,premature_refusal_or_policy_misread,23,4.3,12.0,537,191,vi,,
by_domain_language,airline / vi,airline,non_action_assertion_failure,18,3.4,9.4,537,191,vi,,
by_domain_language,airline / vi,airline,dialogue_or_action_loop,17,3.2,8.9,537,191,vi,,
by_domain_language,airline / vi,airline,language_drift,2,0.4,1.0,537,191,vi,,
by_domain_language,airline / vi,airline,unclassified_failure,6,1.1,3.1,537,191,vi,,
by_domain_language,airline / zh,airline,success,174,38.7,,450,126,zh,,
by_domain_language,airline / zh,airline,non_agent_infrastructure,150,33.3,,450,126,zh,,
by_domain_language,airline / zh,airline,tool_error_loop,24,5.3,19.0,450,126,zh,,
by_domain_language,airline / zh,airline,missing_required_write,42,9.3,33.3,450,126,zh,,
by_domain_language,airline / zh,airline,wrong_write_arguments_or_state,31,6.9,24.6,450,126,zh,,
by_domain_language,airline / zh,airline,premature_refusal_or_policy_misread,9,2.0,7.1,450,126,zh,,
by_domain_language,airline / zh,airline,non_action_assertion_failure,14,3.1,11.1,450,126,zh,,
by_domain_language,airline / zh,airline,dialogue_or_action_loop,5,1.1,4.0,450,126,zh,,
by_domain_language,airline / zh,airline,wrong_read_arguments,1,0.2,0.8,450,126,zh,,
by_domain_language,retail / id,retail,success,418,30.6,,1368,950,id,,
by_domain_language,retail / id,retail,credential_or_identifier_hallucination,104,7.6,10.9,1368,950,id,,
by_domain_language,retail / id,retail,tool_error_loop,293,21.4,30.8,1368,950,id,,
by_domain_language,retail / id,retail,missing_required_write,376,27.5,39.6,1368,950,id,,
by_domain_language,retail / id,retail,wrong_write_arguments_or_state,95,6.9,10.0,1368,950,id,,
by_domain_language,retail / id,retail,premature_refusal_or_policy_misread,47,3.4,4.9,1368,950,id,,
by_domain_language,retail / id,retail,translated_identifier_lookup_failure,1,0.1,0.1,1368,950,id,,
by_domain_language,retail / id,retail,non_action_assertion_failure,7,0.5,0.7,1368,950,id,,
by_domain_language,retail / id,retail,dialogue_or_action_loop,12,0.9,1.3,1368,950,id,,
by_domain_language,retail / id,retail,wrong_read_arguments,3,0.2,0.3,1368,950,id,,
by_domain_language,retail / id,retail,max_steps_or_dialogue_loop,12,0.9,1.3,1368,950,id,,
by_domain_language,retail / th,retail,success,315,23.0,,1368,858,th,,
by_domain_language,retail / th,retail,non_agent_infrastructure,195,14.3,,1368,858,th,,
by_domain_language,retail / th,retail,credential_or_identifier_hallucination,63,4.6,7.3,1368,858,th,,
by_domain_language,retail / th,retail,tool_error_loop,161,11.8,18.8,1368,858,th,,
by_domain_language,retail / th,retail,missing_required_write,269,19.7,31.4,1368,858,th,,
by_domain_language,retail / th,retail,wrong_write_arguments_or_state,73,5.3,8.5,1368,858,th,,
by_domain_language,retail / th,retail,premature_refusal_or_policy_misread,121,8.8,14.1,1368,858,th,,
by_domain_language,retail / th,retail,translated_identifier_lookup_failure,136,9.9,15.9,1368,858,th,,
by_domain_language,retail / th,retail,non_action_assertion_failure,14,1.0,1.6,1368,858,th,,
by_domain_language,retail / th,retail,dialogue_or_action_loop,5,0.4,0.6,1368,858,th,,
by_domain_language,retail / th,retail,wrong_read_arguments,4,0.3,0.5,1368,858,th,,
by_domain_language,retail / th,retail,max_steps_or_dialogue_loop,12,0.9,1.4,1368,858,th,,
by_domain_language,retail / tl,retail,success,179,13.1,,1368,841,tl,,
by_domain_language,retail / tl,retail,non_agent_infrastructure,348,25.4,,1368,841,tl,,
by_domain_language,retail / tl,retail,credential_or_identifier_hallucination,233,17.0,27.7,1368,841,tl,,
by_domain_language,retail / tl,retail,tool_error_loop,103,7.5,12.2,1368,841,tl,,
by_domain_language,retail / tl,retail,missing_required_write,395,28.9,47.0,1368,841,tl,,
by_domain_language,retail / tl,retail,wrong_write_arguments_or_state,57,4.2,6.8,1368,841,tl,,
by_domain_language,retail / tl,retail,premature_refusal_or_policy_misread,7,0.5,0.8,1368,841,tl,,
by_domain_language,retail / tl,retail,non_action_assertion_failure,11,0.8,1.3,1368,841,tl,,
by_domain_language,retail / tl,retail,dialogue_or_action_loop,23,1.7,2.7,1368,841,tl,,
by_domain_language,retail / tl,retail,wrong_read_arguments,1,0.1,0.1,1368,841,tl,,
by_domain_language,retail / tl,retail,language_drift,7,0.5,0.8,1368,841,tl,,
by_domain_language,retail / tl,retail,unclassified_failure,4,0.3,0.5,1368,841,tl,,
by_domain_language,retail / vi,retail,success,372,27.2,,1368,610,vi,,
by_domain_language,retail / vi,retail,non_agent_infrastructure,386,28.2,,1368,610,vi,,
by_domain_language,retail / vi,retail,credential_or_identifier_hallucination,139,10.2,22.8,1368,610,vi,,
by_domain_language,retail / vi,retail,tool_error_loop,136,9.9,22.3,1368,610,vi,,
by_domain_language,retail / vi,retail,missing_required_write,167,12.2,27.4,1368,610,vi,,
by_domain_language,retail / vi,retail,wrong_write_arguments_or_state,77,5.6,12.6,1368,610,vi,,
by_domain_language,retail / vi,retail,premature_refusal_or_policy_misread,67,4.9,11.0,1368,610,vi,,
by_domain_language,retail / vi,retail,non_action_assertion_failure,6,0.4,1.0,1368,610,vi,,
by_domain_language,retail / vi,retail,dialogue_or_action_loop,17,1.2,2.8,1368,610,vi,,
by_domain_language,retail / vi,retail,max_steps_or_dialogue_loop,1,0.1,0.2,1368,610,vi,,
by_domain_language,retail / zh,retail,success,540,39.5,,1368,484,zh,,
by_domain_language,retail / zh,retail,non_agent_infrastructure,344,25.1,,1368,484,zh,,
by_domain_language,retail / zh,retail,credential_or_identifier_hallucination,84,6.1,17.4,1368,484,zh,,
by_domain_language,retail / zh,retail,tool_error_loop,76,5.6,15.7,1368,484,zh,,
by_domain_language,retail / zh,retail,missing_required_write,122,8.9,25.2,1368,484,zh,,
by_domain_language,retail / zh,retail,wrong_write_arguments_or_state,104,7.6,21.5,1368,484,zh,,
by_domain_language,retail / zh,retail,premature_refusal_or_policy_misread,69,5.0,14.3,1368,484,zh,,
by_domain_language,retail / zh,retail,non_action_assertion_failure,23,1.7,4.8,1368,484,zh,,
by_domain_language,retail / zh,retail,dialogue_or_action_loop,4,0.3,0.8,1368,484,zh,,
by_domain_language,retail / zh,retail,wrong_read_arguments,2,0.1,0.4,1368,484,zh,,
by_domain_language,telecom / id,telecom,success,176,25.4,,693,512,id,,
by_domain_language,telecom / id,telecom,non_agent_infrastructure,5,0.7,,693,512,id,,
by_domain_language,telecom / id,telecom,credential_or_identifier_hallucination,53,7.6,10.4,693,512,id,,
by_domain_language,telecom / id,telecom,tool_error_loop,293,42.3,57.2,693,512,id,,
by_domain_language,telecom / id,telecom,missing_required_write,22,3.2,4.3,693,512,id,,
by_domain_language,telecom / id,telecom,wrong_write_arguments_or_state,5,0.7,1.0,693,512,id,,
by_domain_language,telecom / id,telecom,missing_user_device_instruction,137,19.8,26.8,693,512,id,,
by_domain_language,telecom / id,telecom,translated_identifier_lookup_failure,1,0.1,0.2,693,512,id,,
by_domain_language,telecom / id,telecom,non_action_assertion_failure,1,0.1,0.2,693,512,id,,
by_domain_language,telecom / th,telecom,success,1,0.1,,684,387,th,,
by_domain_language,telecom / th,telecom,non_agent_infrastructure,296,43.3,,684,387,th,,
by_domain_language,telecom / th,telecom,credential_or_identifier_hallucination,72,10.5,18.6,684,387,th,,
by_domain_language,telecom / th,telecom,tool_error_loop,190,27.8,49.1,684,387,th,,
by_domain_language,telecom / th,telecom,missing_required_write,9,1.3,2.3,684,387,th,,
by_domain_language,telecom / th,telecom,missing_user_device_instruction,99,14.5,25.6,684,387,th,,
by_domain_language,telecom / th,telecom,translated_identifier_lookup_failure,17,2.5,4.4,684,387,th,,
by_domain_language,telecom / tl,telecom,success,1,0.3,,345,2,tl,,
by_domain_language,telecom / tl,telecom,non_agent_infrastructure,342,99.1,,345,2,tl,,
by_domain_language,telecom / tl,telecom,tool_error_loop,1,0.3,50.0,345,2,tl,,
by_domain_language,telecom / tl,telecom,missing_required_write,1,0.3,50.0,345,2,tl,,
by_domain_language,telecom / vi,telecom,success,4,1.2,,347,335,vi,,
by_domain_language,telecom / vi,telecom,non_agent_infrastructure,8,2.3,,347,335,vi,,
by_domain_language,telecom / vi,telecom,credential_or_identifier_hallucination,283,81.6,84.5,347,335,vi,,
by_domain_language,telecom / vi,telecom,tool_error_loop,51,14.7,15.2,347,335,vi,,
by_domain_language,telecom / vi,telecom,missing_user_device_instruction,1,0.3,0.3,347,335,vi,,
by_domain_language,telecom / zh,telecom,success,2,0.6,,345,342,zh,,
by_domain_language,telecom / zh,telecom,non_agent_infrastructure,1,0.3,,345,342,zh,,
by_domain_language,telecom / zh,telecom,credential_or_identifier_hallucination,120,34.8,35.1,345,342,zh,,
by_domain_language,telecom / zh,telecom,tool_error_loop,204,59.1,59.6,345,342,zh,,
by_domain_language,telecom / zh,telecom,missing_required_write,7,2.0,2.0,345,342,zh,,
by_domain_language,telecom / zh,telecom,missing_user_device_instruction,11,3.2,3.2,345,342,zh,,
by_domain_agent,airline / Qwen3-235B-A22B-Instruct-2507-FP8,airline,non_agent_infrastructure,750,100.0,,750,0,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,airline / azure/gpt-5-mini,airline,success,435,58.0,,750,315,,azure/gpt-5-mini,
by_domain_agent,airline / azure/gpt-5-mini,airline,tool_error_loop,1,0.1,0.3,750,315,,azure/gpt-5-mini,
by_domain_agent,airline / azure/gpt-5-mini,airline,missing_required_write,131,17.5,41.6,750,315,,azure/gpt-5-mini,
by_domain_agent,airline / azure/gpt-5-mini,airline,wrong_write_arguments_or_state,88,11.7,27.9,750,315,,azure/gpt-5-mini,
by_domain_agent,airline / azure/gpt-5-mini,airline,premature_refusal_or_policy_misread,42,5.6,13.3,750,315,,azure/gpt-5-mini,
by_domain_agent,airline / azure/gpt-5-mini,airline,non_action_assertion_failure,52,6.9,16.5,750,315,,azure/gpt-5-mini,
